idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고
18,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.0.0,"Functional Analysis(GO, KEGG)","KEGG, Ontology Analysis",David,v2023q4,1,1,0.5,1,1,"김현승, 양요한",web 기반
19,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.0.0,Enrichment Analysis,"KEGG, Ontology Analysis",clusterprofiler,4.10.1,1,1,0.5,1,40,"김현승, 양요한",1개 조합 DEG
20,Short RNA Sequencing,기본분석,RNASeq_BAM_DEG,Illumina NovaSeq,QC,1.0.0,rRNA,rRNA ratio,ribopicker,0.4.3,1,8,3,1,1,"김현승, 양요한",기본 RNAseq 5Gb 기준
21,Short RNA Sequencing,기본분석,,Illumina NovaSeq,QC,1.0.0,gene body coverage,Align,STAR,2.7.1a,16,40,1.5,1,1800,"김현승, 양요한",기본 RNAseq 5Gb 기준
22,Short RNA Sequencing,기본분석,,Illumina NovaSeq,QC,1.0.0,,Indexing,samtools,1.9-74-gf69e678,1,1,0.2,1,5,"김현승, 양요한",기본 RNAseq 5Gb 기준
23,Short RNA Sequencing,기본분석,,Illumina NovaSeq,QC,1.0.0,,Read distribution,python - module,5.0.4,10,6,8,1,1,"김현승, 양요한",기본 RNAseq 5Gb 기준
24,Short RNA Sequencing,기본분석,,Illumina NovaSeq,QC,1.0.0,,Gene body coverage,python - module,5.0.4,2,6,2,1,1,"김현승, 양요한",기본 RNAseq 5Gb 기준
25,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Tophat_cufflink_DEG,1.0.0,Trimming,Adapter Trimming,Cutadapter,1.18,6,4,1,1,2500,"김현승, 양요한","기본 RNAseq 5Gb 기준, 기본 샘플 크기에 따라 변동"
26,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Tophat_cufflink_DEG,1.0.0,Calculate insert size,Read sort,bowtie2,2.2.9,10,8,8,1,1,"김현승, 양요한","기본 RNAseq 5Gb 기준, 기본 샘플 크기에 따라 변동"
27,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Tophat_cufflink_DEG,1.0.0,,Mark Duplicate,picard-tools,1.118,10,8,1,1,3500,"김현승, 양요한",기본 RNAseq 5Gb 기준
28,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Tophat_cufflink_DEG,1.0.0,,Split'N'Trim,picard-tools,1.118,10,8,1,1,3500,"김현승, 양요한",기본 RNAseq 5Gb 기준
29,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Tophat_cufflink_DEG,1.0.0,,Calculate insert size,awk,4.0.2,1,0.1,0.1,1,1,"김현승, 양요한",기본 RNAseq 5Gb 기준
30,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Tophat_cufflink_DEG,1.0.0,Align,Alignment,tophat,v2.1.1,10,12,7,1,5000,"김현승, 양요한",기본 RNAseq 5Gb 기준
31,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Tophat_cufflink_DEG,1.0.0,,Mapping rate,awk,4.0.2,1,0.1,0.1,1,1,"김현승, 양요한",기본 RNAseq 5Gb 기준
32,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Tophat_cufflink_DEG,1.0.0,,Estimate expression,cuffdiff,v2.2.1,10,64,8,1,170,"김현승, 양요한",기본 RNAseq 5Gb 기준
33,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Tophat_cufflink_DEG,1.0.0,,Merge expression tables,python,3.6.8,1,1,0.1,1,5,"김현승, 양요한",기본 RNAseq 5Gb 기준
34,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Tophat_cufflink_DEG,1.0.0,DEG,DE analysis,cuffdiff,2.7.5,32,50,6,1,10,"김현승, 양요한",기본 RNAseq 5Gb 기준
35,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Tophat_cufflink_DEG,1.0.0,Report,Visualization,R,4.0.5,1,1,0.1,1,1,"김현승, 양요한",기본 RNAseq 5Gb 기준
36,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Tophat_cufflink_DEG,1.0.0,,Knitting Report,R,4.0.5,1,1,0.1,1,2,"김현승, 양요한",기본 RNAseq 5Gb 기준
37,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.1.0,Otholog Annotation,Make protein DB,diamond,2.1.11,1,8,1,1,30,김현승,"reference 3GB, GFF 300Mb 기준"
38,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.1.0,,Match DB with transcript,diamond,2.1.11,64,60,1,1,20,김현승,"reference 3GB, GFF 300Mb 기준"
39,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.1.0,,Parsing,python,3.6.8,1,0.1,0.1,1,20,김현승,"reference 3GB, GFF 300Mb 기준"
40,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.0.0,"Functional Analysis(GO, KEGG)","KEGG, Ontology Analysis",David,v2023q4,1,1,0.5,1,1,"김현승, 양요한",web 기반
41,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.0.0,Enrichment Analysis,"KEGG, Ontology Analysis",clusterprofiler,4.10.1,1,1,0.5,1,40,"김현승, 양요한",1개 조합 DEG
42,Short RNA Sequencing,기본분석,RNASeq_noREF_DEG,Illumina NovaSeq,QC,1.0.0,rRNA,rRNA ratio,ribopicker,0.4.3,1,8,3,1,1,"김현승, 양요한",기본 RNAseq 5Gb 기준
43,Short RNA Sequencing,기본분석,,Illumina NovaSeq,QC,1.0.0,gene body coverage,Align,STAR,2.7.1a,16,40,1.5,1,1800,"김현승, 양요한",기본 RNAseq 5Gb 기준
44,Short RNA Sequencing,기본분석,,Illumina NovaSeq,QC,1.0.0,,Indexing,samtools,1.9-74-gf69e678,1,1,0.2,1,5,"김현승, 양요한",기본 RNAseq 5Gb 기준
45,Short RNA Sequencing,기본분석,,Illumina NovaSeq,QC,1.0.0,,Read distribution,python - module,5.0.4,10,6,8,1,1,"김현승, 양요한",기본 RNAseq 5Gb 기준
46,Short RNA Sequencing,기본분석,,Illumina NovaSeq,QC,1.0.0,,Gene body coverage,python - module,5.0.4,2,6,2,1,1,"김현승, 양요한",기본 RNAseq 5Gb 기준
47,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Denovo Transcriptome Assembly,1.0.0,Denovo Transcriptome Assembly,Assembly,Trinity(assembly),2.14.0,72,200,6,1,2000,"김현승, 양요한","기본 RNAseq 5Gb, 6샘플 이상, transcript.fasta 약 10만개 transcript 검출 기준"
48,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Denovo Transcriptome Assembly,1.0.0,,Rduce redundants,Trinity,2.14.0,1,4,0.5,1,300,"김현승, 양요한",transcript.fasta 약 10만개 transcript 검출 기준
49,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Denovo Transcriptome Assembly,,Report,Knitting Report,R,4.0.5,1,1,0.1,1,2,"김현승, 양요한",기본 RNAseq 5Gb 기준
50,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Denovo Transcriptome Assembly,1.0.0,Annotation(Blast),Annotation(Blast),diamond-blast,2.1.11,64,64,0.5,1,4000,"김현승, 양요한",transcript.fasta 약 10만개 transcript 검출 기준
51,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Denovo Transcriptome Assembly,1.0.0,,Annotation(Blast),blast2GO,1.5.1,1,64,3,1,500,"김현승, 양요한",transcript.fasta 약 10만개 transcript 검출 기준
52,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Denovo Transcriptome Assembly,1.0.0,,Annotation parsing,python,3.6.8,1,0.1,0.1,1,50,"김현승, 양요한",transcript.fasta 약 10만개 transcript 검출 기준
53,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Kallisto_DEG,1.0.0,Rawdata Prepare,Decompress,zcat,1.9,2,8,0.1,1,1,"김현승, 양요한",기본 RNAseq 5Gb 기준
54,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Kallisto_DEG,1.0.0,Reference Prepare,Reference Prepare,gffread,0.12.7,1,3,0.1,1,300,"김현승, 양요한","reference 3GB, GFF 300Mb 기준"
55,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Kallisto_DEG,1.0.0,,Annotation parsing,python,3.6.8,1,1,0.1,1,10,"김현승, 양요한","reference 3GB, GFF 300Mb 기준"
56,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Kallisto_DEG,1.0.0,Expression,Alignment,kallisto,2.14.0,4,8,0.3,1,20,"김현승, 양요한",기본 RNAseq 5Gb 기준
57,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Kallisto_DEG,1.0.0,,Merge,R,4.0.5,1,1,0.1,1,100,"김현승, 양요한",기본 RNAseq 5Gb 기준
58,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Kallisto_DEG,1.0.0,DEG,DE analysis,edgeR,3.22,1,1,0.1,1,10,"김현승, 양요한",기본 RNAseq 5Gb 기준
59,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Kallisto_DEG,1.0.0,,cutoff,perl,v5.16.3,1,1,0.1,1,10,"김현승, 양요한",기본 RNAseq 5Gb 기준
60,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Kallisto_DEG,1.0.0,Report,Visualization,R,4.0.5,1,1,0.1,1,1,"김현승, 양요한",기본 RNAseq 5Gb 기준
61,Short RNA Sequencing,기본분석,,Illumina NovaSeq,Kallisto_DEG,1.0.0,,Knitting Report,R,4.0.5,1,1,0.1,1,2,"김현승, 양요한",기본 RNAseq 5Gb 기준
62,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.1.0,Otholog Annotation,Make protein DB,diamond,2.1.11,1,8,1,1,30,김현승,"reference 3GB, GFF 300Mb 기준"
63,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.1.0,,Match DB with transcript,diamond,2.1.11,64,60,1,1,20,김현승,"reference 3GB, GFF 300Mb 기준"
64,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.1.0,,Parsing,python,3.6.8,1,0.1,0.1,1,20,김현승,"reference 3GB, GFF 300Mb 기준"
65,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.0.0,"Functional Analysis(GO, KEGG)","KEGG, Ontology Analysis",David,v2023q4,1,1,0.5,1,1,"김현승, 양요한",web 기반
66,Short RNA Sequencing,기본분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.0.0,Enrichment Analysis,"KEGG, Ontology Analysis",clusterprofiler,4.10.1,1,1,0.5,1,40,"김현승, 양요한",1개 조합 DEG
67,Short RNA Sequencing,심화분석,RNASeq_DEG_AS_SNP,Illumina NovaSeq,RNASeq통합분석,1.0.0,Reference indexing,reference dictionary,GATK,4.5.0.0,1,4,0.01,1,122,양요한,WTS 7Gb 크기 기준
68,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,fasta indexing,samtools,1.21,1,4,0.01,1,122,양요한,WTS 7Gb 크기 기준
69,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,gtfToCallingIntervals,GATK,4.5.0.0,1,4,0.01,1,3,양요한,WTS 7Gb 크기 기준
70,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,StarGenerateReferences,STAR,2.5.3a,8,32,0.8,1,1690,양요한,WTS 7Gb 크기 기준
71,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,RsemGenerateReferences,RSEM,1.3.1,8,32,0.2,1,1690,양요한,WTS 7Gb 크기 기준
72,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,QC,splfq1,awk,,1,4,0.01,1,30,양요한,WTS 7Gb 크기 기준
73,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,ribopicker_1,bwa,0.5.9-r16,8,32,0.5,1,6450,양요한,WTS 7Gb 크기 기준
74,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,Alignment,StarAlign,STAR,2.5.3a,8,32,1,1,40,양요한,WTS 7Gb 크기 기준
75,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,Abundance Estimation,rsem_exp,RSEM,1.3.1,8,32,0.4,1,40,양요한,WTS 7Gb 크기 기준
76,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,VariantCall,FixMateInformation,GATK,4.5.0.0,8,32,0.1,1,1690,양요한,WTS 7Gb 크기 기준
77,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,AddOrReplaceReadGroups,GATK,4.5.0.0,8,32,0.1,1,1750,양요한,WTS 7Gb 크기 기준
78,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,SetNmMdAndUqTags,GATK,4.5.0.0,8,32,0.1,1,1690,양요한,WTS 7Gb 크기 기준
79,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,FilterReads,GATK,4.5.0.0,8,32,0.1,1,1690,양요한,WTS 7Gb 크기 기준
80,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,MarkDuplicates,GATK,4.5.0.0,8,32,0.1,1,1690,양요한,WTS 7Gb 크기 기준
81,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,SplitNCigarReads,GATK,4.5.0.0,8,32,2,1,1690,양요한,WTS 7Gb 크기 기준
82,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,BaseRecalibrator,GATK,4.5.0.0,8,32,1,1,1690,양요한,WTS 7Gb 크기 기준
83,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,ApplyBQSR,GATK,4.5.0.0,8,32,0.5,1,1690,양요한,WTS 7Gb 크기 기준
84,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,ScatterIntervalList,GATK,4.5.0.0,8,32,0.01,1,1690,양요한,WTS 7Gb 크기 기준
85,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,HaplotypeCaller,GATK,4.5.0.0,8,32,4,1,1690,양요한,WTS 7Gb 크기 기준
86,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,HaplotypeCaller_GVCF,GATK,4.5.0.0,8,32,4,1,1690,양요한,WTS 7Gb 크기 기준
87,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,MergeVCFs,GATK,4.5.0.0,8,32,0.1,1,3200,양요한,WTS 7Gb 크기 기준
88,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,MergegVCFs,GATK,4.5.0.0,8,32,0.1,1,3200,양요한,WTS 7Gb 크기 기준
89,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,VariantFiltration,GATK,4.5.0.0,8,32,0.3,1,3200,양요한,WTS 7Gb 크기 기준
90,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,SnpEff,snpEff,5.1,8,32,0.1,1,10390,양요한,WTS 7Gb 크기 기준
91,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,vcfparsing,snpEff,5.1,8,32,0.1,1,3300,양요한,WTS 7Gb 크기 기준
92,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,snpsiftextractFields,snpsift,5.1,8,32,0.1,1,9620,양요한,WTS 7Gb 크기 기준
93,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,Alternative splicing,rmats_pre,rmats,4.1.2,8,32,2,1,3200,양요한,WTS 7Gb 크기 기준
94,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,rmats_post,rmats,4.1.2,8,32,3,1,1690,양요한,WTS 7Gb 크기 기준
95,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,Differential gene expression,trinity_DEG,trinity,2.14,2,8,0.1,1,120,양요한,WTS 7Gb 크기 기준
96,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,pre_heatmap,R,4.1.0,2,8,0.1,1,1690,양요한,WTS 7Gb 크기 기준
97,Short RNA Sequencing,심화분석,Immune_TCR_BCR,MiSeq,Immune Repertoire Analysis,1.0.0,Rawdata Prepare,Decompress,zcat,1.9,2,8,0.1,1,2000,김현승,"1샘플, 3Gb 이하"
98,Short RNA Sequencing,심화분석,,MiSeq,Immune Repertoire Analysis,1.0.0,Analyze,Align,MiXCR,4.7.0,4,8,0.2,1,700,김현승,"1샘플, 3Gb 이하"
99,Short RNA Sequencing,심화분석,,MiSeq,Immune Repertoire Analysis,1.0.0,,Sorting,MiXCR,4.7.0,4,8,0.2,1,700,김현승,"1샘플, 3Gb 이하"
100,Short RNA Sequencing,심화분석,,MiSeq,Immune Repertoire Analysis,1.0.0,,Assemble,MiXCR,4.7.0,4,8,0.2,1,60,김현승,"1샘플, 3Gb 이하"
101,Short RNA Sequencing,심화분석,,MiSeq,Immune Repertoire Analysis,1.0.0,,Export Clones,MiXCR,4.7.0,4,8,0.1,1,80,김현승,"1샘플, 3Gb 이하"
102,Short RNA Sequencing,심화분석,,MiSeq,Immune Repertoire Analysis,1.0.0,,Export Airr format,MiXCR,4.7.0,4,8,0.1,1,3000,김현승,"1샘플, 3Gb 이하"
103,Short RNA Sequencing,심화분석,,MiSeq,Immune Repertoire Analysis,1.0.0,,postanalysis,MiXCR,4.7.0,4,8,0.1,1,10,김현승,"1샘플, 3Gb 이하"
104,Short RNA Sequencing,심화분석,,MiSeq,Immune Repertoire Analysis,1.0.0,Report,Clone table,python,3.6.8,1,1,0.1,1,6,김현승,"1샘플, 3Gb 이하"
105,Short RNA Sequencing,심화분석,,MiSeq,Immune Repertoire Analysis,1.0.0,,Visualization,MiXCR,4.7.0,1,4,0.5,1,20,김현승,"1샘플, 3Gb 이하"
106,Short RNA Sequencing,심화분석,,MiSeq,Immune Repertoire Analysis,1.0.0,,Report,R,4.0.5,1,1,0.2,1,15,김현승,"1샘플, 3Gb 이하"
107,Short RNA Sequencing,심화분석,,MiSeq,clonal expansion,1.0.0,Somatic hypermutation,Refine,MiXCR,4.7.0,4,8,0.2,1,500,김현승,"1샘플, 3Gb 이하"
108,Short RNA Sequencing,심화분석,,MiSeq,clonal expansion,1.0.0,,Find Allele,MiXCR,4.7.0,1,16,0.2,1,10,김현승,"1샘플, 3Gb 이하"
109,Short RNA Sequencing,심화분석,,MiSeq,clonal expansion,1.0.0,,Find SHM tree,MiXCR,4.7.0,16,16,1,1,100,김현승,"tree 1천개 이하 기준 1시간(6929개 tree 기준 16시간, clone 개수에 따라 편차 큼)"
110,Short RNA Sequencing,심화분석,,MiSeq,clonal expansion,1.0.0,,Export SHM tree table,MiXCR,4.7.0,1,4,0.1,1,3,김현승,tree 1천개 이하 기준
111,Short RNA Sequencing,심화분석,,MiSeq,clonal expansion,1.0.0,,Export SHM tree pdf,MiXCR,4.7.0,1,4,0.1,1,10,김현승,tree 1천개 이하 기준
112,Short RNA Sequencing,심화분석,,MiSeq,clonal expansion,1.0.0,CDR length analysis,CDR3 Length Statistics,"Immunarch, python",0.9.1,1,1,0.1,1,1,김현승,"1샘플, 3Gb 이하"
113,Short RNA Sequencing,심화분석,,MiSeq,clonal expansion,1.0.0,Visualization,Visualization,Immunarch,0.9.1,1,1,0.3,1,10,김현승,"1샘플, 3Gb 이하"
114,Short RNA Sequencing,심화분석,,MiSeq,clonal expansion,1.0.0,,Visualization,R,4.4.3,1,1,0.1,1,1,김현승,"1샘플, 3Gb 이하"
115,Short RNA Sequencing,심화분석,circRNA,Illumina NovaSeq,circrna,1.0.0,PREPARE_GENOME,GTFFILTER (gtf),python,3.9.5,1,6,0.10,1,3100,양요한,WTS 7Gb 크기 기준
116,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,SEQKIT_SPLIT (fasta),seqkit,2.8.0,6,6,0.10,1,2850,양요한,WTS 7Gb 크기 기준
117,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,SAMTOOLS_FAIDX (hg38_onlyCHR.fa),samtools,1.2,1,6,0.10,1,2850,양요한,WTS 7Gb 크기 기준
118,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,STAR_GENOMEGENERATE,star,2.7.10a,12,72,0.80,1,51500,양요한,WTS 7Gb 크기 기준
119,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,CAT_FASTQ,CAT_FASTQ,cat,8.3,1,6,0.10,1,7000,양요한,WTS 7Gb 크기 기준
120,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,FASTQC_TRIMGALORE,FASTQC,fastqc,0.12.1,6,36,0.10,1,6800,양요한,WTS 7Gb 크기 기준
121,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,TRIMGALORE,trimgalore,0.6.7,12,72,0.20,1,126000,양요한,WTS 7Gb 크기 기준
122,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,CIRCRNA_DISCOVERY,CIRCEXPLORER2:REFERENCE (gtf.filtered.gtf),python,3.9.5,1,6,0.01,1,255,양요한,WTS 7Gb 크기 기준
123,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,STAR2PASS:PASS_1,star,2.7.10a,12,72,0.25,1,46200,양요한,WTS 7Gb 크기 기준
124,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,STAR2PASS:SJDB (star_sjdb),star,2.7.10a,1,6,0.01,1,310,양요한,WTS 7Gb 크기 기준
125,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,STAR2PASS:PASS_2,star,2.7.10a,12,72,2.00,1,46200,양요한,WTS 7Gb 크기 기준
126,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,CIRCEXPLORER2:PARSE,circexplorer2,2.3.8,2,12,0.01,1,45,양요한,WTS 7Gb 크기 기준
127,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,CIRCEXPLORER2:ANNOTATE,circexplorer2,2.3.8,2,12,0.01,1,3000,양요한,WTS 7Gb 크기 기준
128,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,CIRCEXPLORER2:UNIFY,circexplorer2,2.3.8,1,6,0.01,1,2,양요한,WTS 7Gb 크기 기준
129,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,FILTER_BSJS,gawk,5.1.0,1,6,0.01,1,1,양요한,WTS 7Gb 크기 기준
130,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,ANNOTATION:INTERSECT_GTF,bedtools,2.31.1,1,6,0.01,1,235,양요한,WTS 7Gb 크기 기준
131,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,MERGE_TOOLS,pandas,1.5.2,1,6,0.01,1,25,양요한,WTS 7Gb 크기 기준
132,Short RNA Sequencing,심화분석,,Illumina NovaSeq,circrna,1.0.0,,MERGE_SAMPLES,pandas,1.5.2,1,6,0.01,1,25,양요한,WTS 7Gb 크기 기준
